PORTUGUESE SYLLABIFIED WORD LIST - COMPLETE (CAO FIXED)
Generated by Portuguese Syllabification Algorithm
Fixed: 'qu' words and 'cao' words now properly syllabified
============================================================
Format: ORIGINAL_WORD    syllabified-word
IMPRUDENCIA          im-pru-den-ci-a
IMPRUDENTE           im-pru-den-te
IMPUDENCIA           im-pu-den-ci-a
IMPUDENTE            im-pu-den-te
IMPUDICO             im-pu-di-co
IMPUGNACAO           im-pug-na-CAO
IMPUGNAR             im-pug-nar
IMPULSIONAR          im-pul-si-o-nar
IMPULSIVO            im-pul-si-vo
IMPULSO              im-pul-so
IMPUNE               im-pu-ne
IMPUNIDADE           im-pu-ni-da-de
IMPUREZA             im-pu-re-za
IMPURO               im-pu-ro
IMPUTAR              im-pu-tar
IMUNDICIE            i-mun-di-ci-e
IMUNDO               i-mun-do
IMUNE                i-mu-ne
IMUNIDADE            i-mu-ni-da-de
IMUNIZACAO           i-mu-ni-za-CAO
IMUNIZADOR           i-mu-ni-za-dor
IMUNIZANTE           i-mu-ni-zan-te
IMUNIZAR             i-mu-ni-zar
IMUNODEFICIENCIA     i-mu-no-de-fi-ci-en-ci-a
IMUNOLOGIA           i-mu-no-lo-gi-a
IMUNOLOGICO          i-mu-no-lo-gi-co
IMUNOLOGISTA         i-mu-no-lo-gis-ta
IMUTAVEL             i-mu-ta-vel
IN                   in
INABALAVEL           i-na-ba-la-vel
INABDICAVEL          i-nab-di-ca-vel
INABIL               i-na-bil
INABILIDADE          i-na-bi-li-da-de
INABILIDADES         i-na-bi-li-da-des
INABILITACAO         i-na-bi-li-ta-CAO
INABILITAR           i-na-bi-li-tar
INABITADO            i-na-bi-ta-do
INABITAVEL           i-na-bi-ta-vel
INABITUAL            i-na-bi-tu-al
INABORDAVEL          i-na-bor-da-vel
INACABADO            i-na-ca-ba-do
INACABAVEL           i-na-ca-ba-vel
INACAO               i-na-CAO
INACEITAVEL          i-na-cei-ta-vel
INACESSIBILIDADE     i-na-ces-si-bi-li-da-de
INACESSIVEL          i-na-ces-si-vel
INACREDITAVEL        i-na-cre-di-ta-vel
INADAPTABILIDADE     i-na-dap-ta-bi-li-da-de
INADAPTADO           i-na-dap-ta-do
INADAPTAVEL          i-na-dap-ta-vel
INADEQUABILIDADE     i-na-deq-ua-bi-li-da-de
INADEQUACAO          i-na-deq-ua-CAO
INADEQUADO           i-na-deq-ua-do
INADEQUAVEL          i-na-deq-ua-vel
INADIABILIDADE       i-na-di-a-bi-li-da-de
INADIAVEL            i-na-di-a-vel
INADIMPLENCIA        i-na-dim-plen-ci-a
INADIMPLENTE         i-na-dim-plen-te
INADMISSAO           i-nad-mis-sa-o
INADMISSIBILIDADE    i-nad-mis-si-bi-li-da-de
INADMISSIVEL         i-nad-mis-si-vel
INADVERTENCIA        i-nad-ver-ten-ci-a
INADVERTIDO          i-nad-ver-ti-do
INAFIANCAVEL         i-na-fi-an-ca-vel
INALACAO             i-na-la-CAO
INALADO              i-na-la-do
INALADOR             i-na-la-dor
INALAR               i-na-lar
INALCANCAVEL         i-nal-can-ca-vel
INALIENAVEL          i-na-li-e-na-vel
INALTERABILIDADE     i-nal-te-ra-bi-li-da-de
INALTERADO           i-nal-te-ra-do
INALTERAVEL          i-nal-te-ra-vel
INAMISTOSO           i-na-mis-to-so
INAMOVIVEL           i-na-mo-vi-vel
INANICAO             i-na-ni-CAO
INANIMADO            i-na-ni-ma-do
INAPELAVEL           i-na-pe-la-vel
INAPLICAVEL          i-na-pli-ca-vel
INAPREENSIVEL        i-na-pre-en-si-vel
INAPRESENTAVEL       i-na-pre-sen-ta-vel
INAPROVEITADO        i-na-pro-vei-ta-do
INAPROVEITAVEL       i-na-pro-vei-ta-vel
INAPTIDAO            i-nap-ti-da-o
INAPTO               i-nap-to
INARREDAVEL          i-nar-re-da-vel
INARTICULADO         i-nar-ti-cu-la-do
INASSIDUO            i-nas-si-du-o
INASSIMILAVEL        i-nas-si-mi-la-vel
INATACAVEL           i-na-ta-ca-vel
INATENCAO            i-na-ten-CAO
INATINGIDO           i-na-tin-gi-do
INATINGIVEL          i-na-tin-gi-vel
INATISMO             i-na-tis-mo
INATIVAR             i-na-ti-var
INATIVIDADE          i-na-ti-vi-da-de
INATIVO              i-na-ti-vo
INATO                i-na-to
INAUDITO             i-nau-di-to
INAUDIVEL            i-nau-di-vel
INAUGURACAO          i-nau-gu-ra-CAO
INAUGURADOR          i-nau-gu-ra-dor
INAUGURAL            i-nau-gu-ral
INAUGURAR            i-nau-gu-rar
INAVEGAVEL           i-na-ve-ga-vel
INAVERIGUAVEL        i-na-ve-rig-ua-vel
INCA                 in-ca
INCABIVEL            in-ca-bi-vel
INCAICO              in-cai-co
INCALCULAVEL         in-cal-cu-la-vel
INCANDESCENCIA       in-can-des-cen-ci-a
INCANDESCENTE        in-can-des-cen-te
INCANDESCER          in-can-des-cer
INCANSAVEL           in-can-sa-vel
INCAPACIDADE         in-ca-pa-ci-da-de
INCAPACITACAO        in-ca-pa-ci-ta-CAO
INCAPACITADO         in-ca-pa-ci-ta-do
INCAPACITAR          in-ca-pa-ci-tar
INCAPAZ              in-ca-paz
INCAUTO              in-cau-to
INCENDIAR            in-cen-di-ar
INCENDIARIA          in-cen-di-a-ri-a
INCENDIARIO          in-cen-di-a-ri-o
INCENDIO             in-cen-di-o
INCENSO              in-cen-so
INCENTIVADOR         in-cen-ti-va-dor
INCENTIVAR           in-cen-ti-var
INCENTIVO            in-cen-ti-vo
INCERTEZA            in-cer-te-za
INCERTO              in-cer-to
INCESSANTE           in-ces-san-te
INCESTO              in-ces-to
INCESTUOSO           in-ces-tu-o-so
INCHACAO             in-cha-CAO
INCHACO              in-cha-co
INCHADO              in-cha-do
INCHAMENTO           in-cha-men-to
INCHAR               in-char
INCIDENCIA           in-ci-den-ci-a
INCIDENTAL           in-ci-den-tal
INCIDENTE            in-ci-den-te
INCIDIR              in-ci-dir
INCINERACAO          in-ci-ne-ra-CAO
INCINERAR            in-ci-ne-rar
INCIPIENTE           in-ci-pi-en-te
INCISAO              in-ci-sa-o
INCISIVO             in-ci-si-vo
INCISO               in-ci-so
INCITACAO            in-ci-ta-CAO
INCITADOR            in-ci-ta-dor
INCITAMENTO          in-ci-ta-men-to
INCITAR              in-ci-tar
INCIVILIZADO         in-ci-vi-li-za-do
INCLASSIFICAVEL      in-clas-si-fi-ca-vel
INCLEMENCIA          in-cle-men-ci-a
INCLEMENTE           in-cle-men-te
INCLINACAO           in-cli-na-CAO
INCLINADO            in-cli-na-do
INCLINAR             in-cli-nar
INCLINAVEL           in-cli-na-vel
INCLUIDAS            in-clui-das
INCLUIR              in-cluir
INCLUSAO             in-clu-sa-o
INCLUSIVE            in-clu-si-ve
INCLUSIVO            in-clu-si-vo
INCLUSO              in-clu-so
INCLUSOES            in-clu-so-es
INCOAGULAVEL         in-co-a-gu-la-vel
INCOBRAVEL           in-co-bra-vel
INCOERENCIA          in-co-e-ren-ci-a
INCOERENTE           in-co-e-ren-te
INCOGNITA            in-cog-ni-ta
INCOGNITO            in-cog-ni-to
INCOLOR              in-co-lor
INCOLUME             in-co-lu-me
INCOMBUSTIVEL        in-com-bus-ti-vel
INCOMENSURABILIDADE  in-co-men-su-ra-bi-li-da-de
INCOMENSURAVEL       in-co-men-su-ra-vel
INCOMODADO           in-co-mo-da-do
INCOMODAR            in-co-mo-dar
INCOMODO             in-co-mo-do
INCOMPARAVEL         in-com-pa-ra-vel
INCOMPATIBILIDADE    in-com-pa-ti-bi-li-da-de
INCOMPATIBILIZAR     in-com-pa-ti-bi-li-zar
INCOMPATIVEL         in-com-pa-ti-vel
INCOMPETENCIAM       in-com-pe-ten-ci-am
INCOMPETENTE         in-com-pe-ten-te
INCOMPLETO           in-com-ple-to
INCOMPREENDIDO       in-com-pre-en-di-do
INCOMPREENSAO        in-com-pre-en-sa-o
INCOMPREENSIVEL      in-com-pre-en-si-vel
INCOMUM              in-co-mum
INCOMUNICABILIDADE   in-co-mu-ni-ca-bi-li-da-de
INCOMUNICAVEL        in-co-mu-ni-ca-vel
INCONCEBIVEL         in-con-ce-bi-vel
INCONCILIAVEL        in-con-ci-li-a-vel
INCONDICIONAL        in-con-di-ci-o-nal
INCONFESSADO         in-con-fes-sa-do
INCONFESSAVEL        in-con-fes-sa-vel
INCONFIDENCIA        in-con-fi-den-ci-a
INCONFIDENTE         in-con-fi-den-te
INCONFORMACAO        in-con-for-ma-CAO
INCONFORMADO         in-con-for-ma-do
INCONFORMIDADE       in-con-for-mi-da-de
INCONFORMISMO        in-con-for-mis-mo
INCONFUNDIVEL        in-con-fun-di-vel
INCONGRUENCIA        in-con-gru-en-ci-a
INCONGRUENTE         in-con-gru-en-te
INCONJUGAVEL         in-con-ju-ga-vel
INCONQUISTADO        in-con-quis-ta-do
INCONQUISTAVEL       in-con-quis-ta-vel
INCONSCIENCIA        in-con-sci-en-ci-a
INCONSCIENTE         in-con-sci-en-te
INCONSEQUENCIA       in-con-seq-uen-ci-a
INCONSEQUENTE        in-con-seq-uen-te
INCONSIDERACAO       in-con-si-de-ra-CAO
INCONSIDERADO        in-con-si-de-ra-do
INCONSISTENCIA       in-con-sis-ten-ci-a
INCONSISTENTE        in-con-sis-ten-te
INCONSOLADO          in-con-so-la-do
INCONSOLAVEL         in-con-so-la-vel
INCONSTANCIA         in-con-stan-ci-a
INCONSTANTE          in-con-stan-te
INCONSTITUCIONAL     in-con-sti-tu-ci-o-nal
INCONSTITUCIONALIDADE in-con-sti-tu-ci-o-na-li-da-de
INCONTAVEL           in-con-ta-vel
INCONTESTADO         in-con-tes-ta-do
INCONTESTAVEL        in-con-tes-ta-vel
INCONTIDO            in-con-ti-do
INCONTINENCIA        in-con-ti-nen-ci-a
INCONTINENTE         in-con-ti-nen-te
INCONTORNAVEL        in-con-tor-na-vel
INCONTRASTAVEL       in-con-tras-ta-vel
INCONTROLADO         in-con-tro-la-do
INCONTROLAVEL        in-con-tro-la-vel
INCONVENIENCIA       in-con-ve-ni-en-ci-a
INCONVENIENTE        in-con-ve-ni-en-te
INCORPORACAO         in-cor-po-ra-CAO
INCORPORADAS         in-cor-po-ra-das
INCORPORADO          in-cor-po-ra-do
INCORPORAR           in-cor-po-rar
INCORPOREO           in-cor-po-re-o
INCORRECAO           in-cor-re-CAO
INCORRER             in-cor-rer
INCORRETAMENTE       in-cor-re-ta-men-te
INCORRETO            in-co-rre-to
INCORRIGIVEL         in-cor-ri-gi-vel
INCORRUPTIBILIDADE   in-cor-rup-ti-bi-li-da-de
INCORRUPTIVEL        in-cor-rup-ti-vel
INCREDULIDADE        in-cre-du-li-da-de
INCREDULO            in-cre-du-lo
INCREMENTACAO        in-cre-men-ta-CAO
INCREMENTADO         in-cre-men-ta-do
INCREMENTAL          in-cre-men-tal
INCREMENTAR          in-cre-men-tar
INCREMENTO           in-cre-men-to
INCRIMINACAO         in-cri-mi-na-CAO
INCRIMINAR           in-cri-mi-nar
INCRIVEL             in-cri-vel
INCRUSTACAO          in-crus-ta-CAO
INCRUSTAR            in-crus-tar
INCUBACAO            in-cu-ba-CAO
INCUBADEIRA          in-cu-ba-dei-ra
INCUBADORA           in-cu-ba-do-ra
INCUBAR              in-cu-bar
INCUBO               in-cu-bo
INCULCAR             in-cul-car
INCULPAR             in-cul-par
INCULTA              in-cul-ta
INCULTO              in-cul-to
INCUMBENCIA          in-cum-ben-ci-a
INCUMBIR             in-cum-bir
INCURAVEL            in-cu-ra-vel
INCURSAO             in-cur-sa-o
INCUTIR              in-cu-tir
INDAGACAO            in-da-ga-CAO
INDAGAR              in-da-gar
INDECENCIA           in-de-cen-ci-a
INDECENTE            in-de-cen-te
INDECIDIDO           in-de-ci-di-do
INDECIFRAVEL         in-de-ci-fra-vel
INDECISAO            in-de-ci-sa-o
INDECISO             in-de-ci-so
INDECLINAVEL         in-de-cli-na-vel
INDECOROSO           in-de-co-ro-so
INDEFECTIVEL         in-de-fec-ti-vel
INDEFENSAVEL         in-de-fen-sa-vel
INDEFERIDO           in-de-fe-ri-do
INDEFERIMENTO        in-de-fe-ri-men-to
INDEFERIR            in-de-fe-rir
INDEFERIVEL          in-de-fe-ri-vel
INDEFESO             in-de-fe-so
INDEFINICAO          in-de-fi-ni-CAO
INDEFINIDO           in-de-fi-ni-do
INDEFINIVEL          in-de-fi-ni-vel
INDEFORMADO          in-de-for-ma-do
INDEFORMAVEL         in-de-for-ma-vel
INDELEVEL            in-de-le-vel
INDELICADEZA         in-de-li-ca-de-za
INDELICADO           in-de-li-ca-do
INDEMONSTRAVEL       in-de-mon-st-ra-vel
INDENIZACAO          in-de-ni-za-CAO
INDENIZAR            in-de-ni-zar
INDEPENDENCIA        in-de-pen-den-ci-a
INDEPENDENTE         in-de-pen-den-te
INDESCRITIVEL        in-desc-ri-ti-vel
INDESCULPAVEL        in-des-cul-pa-vel
INDESEJAVEL          in-de-se-ja-vel
INDESTRUTIVEL        in-dest-ru-ti-vel
INDETERMINACAO       in-de-ter-mi-na-CAO
INDETERMINADO        in-de-ter-mi-na-do
INDETERMINAR         in-de-ter-mi-nar
INDETERMINAVEL       in-de-ter-mi-na-vel
INDETERMINISMO       in-de-ter-mi-nis-mo
INDEVIDO             in-de-vi-do
INDEX                in-dex
INDEXACAO            in-de-xa-CAO
INDEXAR              in-de-xar
INDIANA              in-di-a-na
INDIANISMO           in-di-a-nis-mo
INDIANISTA           in-di-a-nis-ta
INDIANO              in-di-a-no
INDICACAO            in-di-ca-CAO
INDICADO             in-di-ca-do
INDICADOR            in-di-ca-dor
INDICAR              in-di-car
INDICATIVO           in-di-ca-ti-vo
INDICE               in-di-ce
INDICES              in-di-ces
INDICIACAO           in-di-ci-a-CAO
INDICIADO            in-di-ci-a-do
INDICIAMENTO         in-di-ci-a-men-to
INDICIANTE           in-di-ci-an-te
INDICIAR             in-di-ci-ar
INDICIO              in-di-ci-o
INDICO               in-di-co
INDIFERENCA          in-di-fe-ren-ca
INDIFERENTE          in-di-fe-ren-te
INDIGENA             in-di-ge-na
INDIGENCIA           in-di-gen-ci-a
INDIGENISMO          in-di-ge-nis-mo
INDIGENISTA          in-di-ge-nis-ta
INDIGENTE            in-di-gen-te
INDIGESTAO           in-di-ges-ta-o
INDIGESTO            in-di-ges-to
INDIGNACAO           in-dig-na-CAO
INDIGNADO            in-dig-na-do
INDIGNAR             in-dig-nar
INDIGNIDADE          in-dig-ni-da-de
INDIGNO              in-dig-no
INDIGO               in-di-go
INDIO                in-di-o
INDIRETA             in-di-re-ta
INDIRETO             in-di-re-to
INDISCERNIVEL        in-dis-cer-ni-vel
INDISCIPLINA         in-dis-ci-pli-na
INDISCIPLINADO       in-dis-ci-pli-na-do
INDISCRETO           in-disc-re-to
INDISCRICAO          in-disc-ri-CAO
INDISCRIMINADO       in-disc-ri-mi-na-do
INDISCUTIVEL         in-dis-cu-ti-vel
INDISFARCAVEL        in-dis-far-ca-vel
INDISPENSAVEL        in-dis-pen-sa-vel
INDISPOR             in-dis-por
INDISPOSICAO         in-dis-po-si-CAO
INDISPOSTO           in-dis-pos-to
INDISSOCIAVEL        in-dis-so-ci-a-vel
INDISSOLUVEL         in-dis-so-lu-vel
INDISTINGUIVEL       in-dis-tin-gui-vel
INDISTINTO           in-dis-tin-to
INDIVIDUAIS          in-di-vi-du-ais
INDIVIDUAL           in-di-vi-du-al
INDIVIDUALIDADE      in-di-vi-du-a-li-da-de
INDIVIDUALISMO       in-di-vi-du-a-lis-mo
INDIVIDUALISTA       in-di-vi-du-a-lis-ta
INDIVIDUALIZACAO     in-di-vi-du-a-li-za-CAO
INDIVIDUALIZADO      in-di-vi-du-a-li-za-do
INDIVIDUALIZANTE     in-di-vi-du-a-li-zan-te
INDIVIDUALIZAR       in-di-vi-du-a-li-zar
INDIVIDUO            in-di-vi-du-o
INDIVISIBILIDADE     in-di-vi-si-bi-li-da-de
INDIVISIVEL          in-di-vi-si-vel
INDIZIVEL            in-di-zi-vel
INDOCHINES           in-do-chi-nes
INDOLE               in-do-le
INDOLENCIA           in-do-len-ci-a
INDOLENTE            in-do-len-te
INDOLOR              in-do-lor
INDOMAVEL            in-do-ma-vel
INDOMITO             in-do-mi-to
INDONESIO            in-do-ne-si-o
INDUBITAVEL          in-du-bi-ta-vel
INDUCAO              in-du-CAO
INDULGENCIA          in-dul-gen-ci-a
INDULGENTE           in-dul-gen-te
INDULTADO            in-dul-ta-do
INDULTAR             in-dul-tar
INDULTO              in-dul-to
INDUMENTARIA         in-du-men-ta-ri-a
INDUMENTARIO         in-du-men-ta-ri-o
INDUSTRIA            in-dust-ri-a
INDUSTRIAL           in-dust-ri-al
INDUSTRIALIZACAO     in-dust-ri-a-li-za-CAO
INDUSTRIALIZADO      in-dust-ri-a-li-za-do
INDUSTRIALIZADOS     in-dust-ri-a-li-za-dos
INDUSTRIALIZAR       in-dust-ri-a-li-zar
INDUSTRIARIO         in-dust-ri-a-ri-o
INDUSTRIOSO          in-dust-ri-o-so
INDUTANCIA           in-du-tan-ci-a
INDUTIVO             in-du-ti-vo
INDUZIDO             in-du-zi-do
INDUZIR              in-du-zir
INEBRIANTE           i-ne-bri-an-te
INEBRIAR             i-ne-bri-ar
INEDITO              i-ne-di-to
INEFABILIDADE        i-ne-fa-bi-li-da-de
INEFAVEL             i-ne-fa-vel
INEFICACIA           i-ne-fi-ca-ci-a
INEFICAZ             i-ne-fi-caz
INEFICIENCIA         i-ne-fi-ci-en-ci-a
INEFICIENTE          i-ne-fi-ci-en-te
INEGAVEL             i-ne-ga-vel
INEGOCIAVEL          i-ne-go-ci-a-vel
INELASTICO           i-ne-las-ti-co
INELEGIBILIDADE      i-ne-le-gi-bi-li-da-de
INELEGIVEL           i-ne-le-gi-vel
INELUTAVEL           i-ne-lu-ta-vel
INENARRAVEL          i-ne-nar-ra-vel
INEPCIA              i-nep-ci-a
INEPTIDAO            i-nep-ti-da-o
INEPTO               i-nep-to
INEQUACAO            i-neq-ua-CAO
INEQUIVOCO           i-neq-ui-vo-co
INERCIA              i-ner-ci-a
INERCIAL             i-ner-ci-al
INERENCIA            i-ne-ren-ci-a
INERENTE             i-ne-ren-te
INERTE               i-ner-te
INESCAPAVEL          i-nes-ca-pa-vel
INESCRUPULOSO        i-nesc-ru-pu-lo-so
INESCRUTABILIDADE    i-nesc-ru-ta-bi-li-da-de
INESCRUTAVEL         i-nesc-ru-ta-vel
INESGOTAVEL          i-nes-go-ta-vel
INESPECIFICO         i-nes-pe-ci-fi-co
INESPERADAMENTE      i-nes-pe-ra-da-men-te
INESPERADO           i-nes-pe-ra-do
INESQUECIVEL         i-nes-que-ci-vel
INESTIMAVEL          i-nes-ti-ma-vel
INEVITABILIDADE      i-ne-vi-ta-bi-li-da-de
INEVITAVEL           i-ne-vi-ta-vel
INEVITAVELMENTE      i-ne-vi-ta-vel-men-te
INEXATIDAO           i-ne-xa-ti-da-o
INEXATO              i-ne-xa-to
INEXAURIVEL          i-ne-xau-ri-vel
INEXEQUIVEL          i-ne-xeq-ui-vel
INEXIGIVEL           i-ne-xi-gi-vel
INEXISTENCIA         i-ne-xis-ten-ci-a
INEXISTENTE          i-ne-xis-ten-te
INEXORABILIDADE      i-ne-xo-ra-bi-li-da-de
INEXORAVEL           i-ne-xo-ra-vel
INEXPERIENCIA        i-nex-pe-ri-en-ci-a
INEXPERIENTE         i-nex-pe-ri-en-te
INEXPLICAVEL         i-nex-pli-ca-vel
INEXPLORADO          i-nex-plo-ra-do
INEXPRESSIVIDADE     i-nex-pres-si-vi-da-de
INEXPRESSIVO         i-nex-pres-si-vo
INEXPRIMIVEL         i-nex-pri-mi-vel
INEXPUGNAVEL         i-nex-pug-na-vel
INEXTINGUIVEL        i-nex-tin-gui-vel
INEXTRICAVEL         i-nex-tri-ca-vel
INFALIVEL            in-fa-li-vel
INFAME               in-fa-me
INFAMIA              in-fa-mi-a
INFANCIA             in-fan-ci-a
INFANTARIA           in-fan-ta-ri-a
INFANTE              in-fan-te
INFANTICIDA          in-fan-ti-ci-da
INFANTICIDIO         in-fan-ti-ci-di-o
INFANTIL             in-fan-til
INFANTILIDADE        in-fan-ti-li-da-de
INFANTIS             in-fan-tis
INFARTO              in-far-to
INFATIGAVEL          in-fa-ti-ga-vel
INFECCAO             in-fec-CAO
INFECCIONADO         in-fec-ci-o-na-do
INFECCIONAR          in-fec-ci-o-nar
INFECCIOSO           in-fec-ci-o-so
INFECTADO            in-fec-ta-do
INFECTAR             in-fec-tar
INFECTO              in-fec-to
INFECTOLOGIA         in-fec-to-lo-gi-a
INFECTOLOGICO        in-fec-to-lo-gi-co
INFECUNDIDADE        in-fe-cun-di-da-de
INFECUNDO            in-fe-cun-do
INFELICIDADE         in-fe-li-ci-da-de
INFELICISSIMO        in-fe-li-cis-si-mo
INFELIZ              in-fe-liz
INFELIZMENTE         in-fe-liz-men-te
INFERIOR             in-fe-ri-or
INFERIORES           in-fe-ri-o-res
INFERIORIDADE        in-fe-ri-o-ri-da-de
INFERIORIZACAO       in-fe-ri-o-ri-za-CAO
INFERIORIZAR         in-fe-ri-o-ri-zar
INFERIR              in-fe-rir
INFERNAL             in-fer-nal
INFERNAR             in-fer-nar
INFERNINHO           in-fer-ni-nho
INFERNIZAR           in-fer-ni-zar
INFERNO              in-fer-no
INFERTIL             in-fer-til
INFESTACAO           in-fes-ta-CAO
INFESTADO            in-fes-ta-do
INFESTAR             in-fes-tar
INFIDELIDADE         in-fi-de-li-da-de
INFIEL               in-fi-el
INFILTRACAO          in-fil-tra-CAO
INFILTRAR            in-fil-trar
INFIMO               in-fi-mo
INFINDAVEL           in-fin-da-vel
INFINIDADE           in-fi-ni-da-de
INFINITESIMAL        in-fi-ni-te-si-mal
INFINITIVO           in-fi-ni-ti-vo
INFINITO             in-fi-ni-to
INFIXO               in-fi-xo
INFLACAO             in-fla-CAO
INFLACIONADO         in-fla-ci-o-na-do
INFLACIONAR          in-fla-ci-o-nar
INFLACIONARIO        in-fla-ci-o-na-ri-o
INFLACIONISTA        in-fla-ci-o-nis-ta
INFLADO              in-fla-do
INFLAMACAO           in-fla-ma-CAO
INFLAMADO            in-fla-ma-do
INFLAMAR             in-fla-mar
INFLAMATORIO         in-fla-ma-to-ri-o
INFLAMAVEL           in-fla-ma-vel
INFLAR               in-flar
INFLAVEL             in-fla-vel
INFLEXAO             in-fle-xa-o
INFLEXIBILIDADE      in-fle-xi-bi-li-da-de
INFLEXIVEL           in-fle-xi-vel
INFLIGIR             in-fli-gir
INFLORESCENCIA       in-flo-res-cen-ci-a
INFLUENCIA           in-flu-en-ci-a
INFLUENCIAR          in-flu-en-ci-ar
INFLUENCIAVEL        in-flu-en-ci-a-vel
INFLUENTE            in-flu-en-te
INFLUENZA            in-flu-en-za
INFLUIR              in-fluir
INFLUXO              in-flu-xo
INFORMACAO           in-for-ma-CAO
INFORMACOES          in-for-ma-co-es
INFORMADO            in-for-ma-do
INFORMAL             in-for-mal
INFORMALIDADE        in-for-ma-li-da-de
INFORMALISMO         in-for-ma-lis-mo
INFORMAR             in-for-mar
INFORMATICA          in-for-ma-ti-ca
INFORMATIVO          in-for-ma-ti-vo
INFORMATIZACAO       in-for-ma-ti-za-CAO
INFORMATIZAR         in-for-ma-ti-zar
INFORME              in-for-me
INFORTUNADO          in-for-tu-na-do
INFORTUNAR           in-for-tu-nar
INFORTUNIO           in-for-tu-ni-o
INFRACAO             in-fra-CAO
INFRATOR             in-fra-tor
INFRAVERMELHA        in-fra-ver-me-lha
INFRAVERMELHO        in-fra-ver-me-lho
INFREQUENCIA         in-freq-uen-ci-a
INFREQUENTE          in-freq-uen-te
INFRINGIR            in-frin-gir
INFRUTESCENCIA       in-fru-tes-cen-ci-a
INFRUTIFERO          in-fru-ti-fe-ro
INFUNDADO            in-fun-da-do
INFUNDIR             in-fun-dir
INFUSAO              in-fu-sa-o
INGENUIDADE          in-ge-nui-da-de
INGENUO              in-ge-nu-o
INGERENCIA           in-ge-ren-ci-a
INGERIR              in-ge-rir
INGESTAO             in-ges-ta-o
INGLES               in-gles
INGLESA              in-gle-sa
INGLORIO             in-glo-ri-o
INGOVERNAVEL         in-go-ver-na-vel
INGRATIDAO           in-gra-ti-da-o
INGRATO              in-gra-to
INGREDIENTE          in-gre-di-en-te
INGREME              in-gre-me
INGRESSAR            in-gres-sar
INGRESSO             in-gres-so
INGUA                in-gua
INHACA               i-nha-ca
INHAME               i-nha-me
INIBICAO             i-ni-bi-CAO
INIBIDO              i-ni-bi-do
INIBIR               i-ni-bir
INICIACAO            i-ni-ci-a-CAO
INICIADO             i-ni-ci-a-do
INICIADOR            i-ni-ci-a-dor
INICIAL              i-ni-ci-al
INICIANTE            i-ni-ci-an-te
INICIAR              i-ni-ci-ar
INICIATIVA           i-ni-ci-a-ti-va
INICIO               i-ni-ci-o
INIGUALAVEL          i-nig-ua-la-vel
INIMAGINAVEL         i-ni-ma-gi-na-vel
INIMIGO              i-ni-mi-go
INIMITAVEL           i-ni-mi-ta-vel
INIMIZADE            i-ni-mi-za-de
INIMIZAR             i-ni-mi-zar
ININTELIGIVEL        i-nin-te-li-gi-vel
ININTERRUPTO         i-nin-ter-rup-to
INIQUIDADE           i-niq-ui-da-de
INIQUO               i-niq-uo
INJECAO              in-je-CAO
INJETAR              in-je-tar
INJETAVEL            in-je-ta-vel
INJETOR              in-je-tor
INJETORA             in-je-to-ra
INJUNCAO             in-jun-CAO
INJURIA              in-ju-ri-a
INJURIAR             in-ju-ri-ar
INJURIOSO            in-ju-ri-o-so
INJUSTICA            in-jus-ti-ca
INJUSTICADO          in-jus-ti-ca-do
INJUSTIFICAVEL       in-jus-ti-fi-ca-vel
INJUSTO              in-jus-to
INNING               in-nin-g
INOBSERVANCIA        i-nob-ser-van-ci-a
INOCENCIA            i-no-cen-ci-a
INOCENTAR            i-no-cen-tar
INOCENTE             i-no-cen-te
INOCULACAO           i-no-cu-la-CAO
INOCULAR             i-no-cu-lar
INOCULAVEL           i-no-cu-la-vel
INOCUO               i-no-cu-o
INODORO              i-no-do-ro
INOFENSIVO           i-no-fen-si-vo
INOLVIDAVEL          i-nol-vi-da-vel
INOPERANCIA          i-no-pe-ran-ci-a
INOPERANTE           i-no-pe-ran-te
INOPINADO            i-no-pi-na-do
INOPORTUNO           i-no-por-tu-no
INORGANICA           i-nor-ga-ni-ca
INORGANICO           i-nor-ga-ni-co
INORTODOXO           i-nor-to-do-xo
INOSPITO             i-nos-pi-to
INOVACAO             i-no-va-CAO
INOVADOR             i-no-va-dor
INOVAR               i-no-var
INOXIDAVEL           i-no-xi-da-vel
INPUT                in-put
INQUALIFICAVEL       in-qua-li-fi-ca-vel
INQUEBRANTAVEL       in-que-bran-ta-vel
INQUERITO            in-que-ri-to
INQUESTIONAVEL       in-ques-ti-o-na-vel
INQUIETACAO          in-qui-e-ta-CAO
INQUIETANTE          in-qui-e-tan-te
INQUIETAR            in-qui-e-tar
INQUIETO             in-qui-e-to
INQUIETUDE           in-qui-e-tu-de
INQUILINO            in-qui-li-no
INQUIRICAO           in-qui-ri-CAO
INQUIRIR             in-qui-rir
INQUISICAO           in-qui-si-CAO
INQUISIDOR           in-qui-si-dor
INQUISITIVO          in-qui-si-ti-vo
INQUISITORIAL        in-qui-si-to-ri-al
INSACIADO            in-sa-ci-a-do
INSACIAVEL           in-sa-ci-a-vel
INSALUBRE            in-sa-lu-bre
INSALUBRIDADE        in-sa-lu-bri-da-de
INSANAVEL            in-sa-na-vel
INSANIA              in-sa-ni-a
INSANIDADE           in-sa-ni-da-de
INSANO               in-sa-no
INSATISFACAO         in-sa-tis-fa-CAO
INSATISFATORIO       in-sa-tis-fa-to-ri-o
INSATISFEITO         in-sa-tis-fei-to
INSATURACAO          in-sa-tu-ra-CAO
